"maxO3" "T6" "T9" "T12" "T15" "Ne6" "Ne9" "Ne12" "Ne15" "Vx6" "Vx9" "Vx12" "Vx15" "Vx18" "maxO3v" "Vent12"
69.2 13.6 19.1 19.7 20.3 5 6 7 7 -1.9284 -4.5963 -4.5963 -5.1962 -4.5963 72.6 "W"
65.8 16 17.5 16.1 19.2 7 8 8 6 -4.4995 -5.1423 -3.0642 -5.6382 -4.924 69.2 "W"
68.4 12.1 17.2 18.7 20.5 1 5 6 6 -1 -3.9392 -3.9392 -4 -4 65.8 "W"
58.4 12.2 15.5 17.3 18.3 7 7 8 8 -0.9397 -1.9696 -3.0642 -3.9392 -2.5981 68.4 "W"
40.2 14.5 16.6 19.6 21.1 8 8 8 7 -1.5 -3.0642 -3.4641 -3.7588 0.684 58.4 "W"
83.8 15 18.9 19.8 20.3 8 8 8 8 1.5321 3.7588 4.924 6.8937 5.6382 40.2 "E"
66.8 14.8 14 16 16.3 8 8 8 8 2.8191 3.7588 4.6985 4.6985 3.7588 83.8 "E"
89.4 14.5 15.9 17.8 18.4 7 6 7 6 2.5 2.5 2.0521 1.7101 -0.8682 66.8 "N"
81.6 12.4 16.1 18.6 20.2 8 7 8 4 -0.9397 -1.0261 -1.5 -2 1.0419 89.4 "N"
58.6 10.7 13.9 17.1 18.4 6 8 8 8 -0.9397 -3 -2.8191 -1.9284 -0.684 81.6 "W"
42.8 14.1 15.6 16.9 18 8 7 7 7 -1.9284 -0.866 -1.9696 -1.0261 -0.3473 58.6 "W"
79 14.6 15.4 17.7 20 8 8 8 6 -0.766 0 1 -3.5 -0.8682 42.8 "N"
73.6 12.5 16.1 18.9 19.8 2 6 5 5 -1.2856 -2.0521 -0.8682 -2.0521 -0.6946 79 "N"
56.4 13.2 17.3 18.9 19.3 8 6 8 8 -2.2981 -3.0642 -4 -4.6985 -2.8191 73.6 "W"
65.8 15.8 17.1 19.1 19.7 7 7 7 7 -3 -3.9392 -3.9392 -4 -4 56.4 "W"
79 15.7 17.9 21.3 21.4 7 6 6 7 -4.3301 -3.9392 -4.3301 -6.0622 -5.1962 65.8 "W"
37 16.4 19.1 21.3 20 8 7 7 7 -5.6382 -5.6382 -7.7942 -7.7942 -6.1284 79 "W"
65.4 14 16.3 18.9 19.9 8 4 4 4 -2.5981 -3.8567 -3 -2.0521 -1.7101 37 "N"
67.2 11.2 17 19.1 20.5 0 4 5 5 -2 -2.5 -1.7101 -1.3681 2.0521 65.4 "N"
57 12.7 16.9 17.4 18.2 6 7 8 8 -2.9544 -3.7588 -2.9544 -3 -3 67.2 "W"
50.4 16.1 18.7 19.7 19.3 8 7 7 7 -3.4641 -5.9088 -4.924 -4.924 -4 57 "W"
78 15.6 18.4 21.1 21.9 8 7 5 4 -3.2139 -4.3301 -6 -4.924 -4.6985 50.4 "W"
64 12.7 17.9 19.6 20.8 4 7 7 7 -2 -2.9544 -2.8191 -2.8191 -0.5 78 "W"
91.6 13.9 21.7 26.1 26.3 3 5 6 5 1.5321 1.3681 -2.5712 -4.3301 -4.3301 64 "S"
72.8 14.5 18.6 24.5 25.7 3 5 2 7 -0.342 -1.9284 -1.7321 -1.7321 -2.5981 91.6 "W"
76.4 14.3 18.6 20.3 21.7 1 5 5 4 -1.7321 -5.6382 -5.1423 -6.5778 -5.9088 72.8 "S"
76.2 13.3 19.8 21.6 21.7 4 6 8 8 0.3473 -2.0521 -3 -3.5 -1.0419 76.4 "S"
55.2 15.7 16.8 17.7 18 8 8 8 8 -2.5981 -2.5981 -1 -0.1736 1.5 76.2 "S"
79.2 11.4 17.5 21.1 21.9 2 5 3 4 -1.2856 1.0261 2.5712 1.3681 2.0521 55.2 "N"
110 10.7 19.3 22.8 23.5 1 4 6 5 0 2 2.9544 -0.5209 1.3681 79.2 "E"
121.6 12.2 17 20 23.5 7 8 8 3 -0.6428 0.9397 -0.866 1.5321 -0.1736 110 "W"
69.4 14.8 18.3 19.1 20.7 7 6 8 7 -0.866 -2.5 -1.7101 -3.8302 -1.7101 121.6 "N"
49 15 15.7 17.1 20.6 7 8 8 7 -1.9284 -3.8567 -4.4995 -4.924 -4.3301 69.4 "S"
59 15.1 18.3 18.4 19.1 8 7 8 8 -2.8191 -4.6985 -6.9282 -6.0622 -3.4641 49 "W"
56.2 13.4 17.7 20.2 21.5 1 5 7 7 -2.8191 -5.6382 -5.6382 -4.924 -2 59 "W"
57.2 12.1 17.4 20 19.7 2 5 6 7 -1.8794 -1.8794 -1.2856 0.6946 0.5209 56.2 "N"
68.8 11.6 16.2 19.3 18 9 4 6 6 -1.9284 -1.0261 2 -2.9544 0.6946 57.2 "N"
80.2 11.6 17.9 21.5 22.7 1 1 3 4 -0.5 2 1.9284 0.8682 2.5712 68.8 "N"
88.2 10.5 17.7 22.6 22.4 7 5 7 6 0 -0.9848 -3.7588 -4.924 -5.1962 80.2 "W"
144.8 16.3 25.9 33.2 34.8 0 1 2 2 0 0 -3.7588 -2.9544 -3 155.6 "W"
76.2 16.1 19 26.7 29.3 7 6 6 3 0.5209 1.9284 -0.684 0.5209 0 144.8 "N"
79.4 15.1 20.5 23.7 23.2 7 6 7 6 -1.9284 0.6946 -3.2139 1.0419 0 76.2 "N"
121.6 12.1 17.9 21.3 22.4 2 2 4 5 -0.684 1.3681 0 0.8682 0.8682 79.4 "N"
78.4 11.6 18.9 23.8 26.3 2 3 5 5 -0.9848 0.766 -0.866 -1.5321 -1.5321 121.6 "W"
100 12.4 19.5 23.8 23.1 6 5 6 6 -1.5321 -0.5209 0.6946 -1.0419 -1.0419 78.4 "N"
75.2 11.7 19.4 23.1 24.5 2 2 3 2 -1 1.3681 -0.8682 -1.7101 -0.8682 100 "N"
71.4 10.8 16.5 22.4 22.7 7 6 5 7 -0.9397 -0.684 -2 -0.8682 1.7101 75.2 "W"
98.6 14.2 16.7 18.5 22.2 8 8 7 6 -0.866 -1.7321 0.3473 0 -0.8682 71.4 "N"
79.4 11.5 18.8 22.6 23.8 0 1 3 3 -1 0 0 -1.7321 1.3681 98.6 "N"
55.8 11.6 18 20.5 21.5 0 2 7 7 -1.5321 -2.2981 -2.5712 -3.4641 -2.9544 79.4 "N"
45.6 17.7 20.8 21.7 22.8 8 8 7 7 -4.6985 -7 -4.4995 -5.1423 -3 55.8 "N"
68 17 18.2 21.5 22.9 8 8 8 8 -3.9392 -3.4641 -4.6985 -7.5175 -2 45.6 "W"
69.2 11.6 17.6 21.1 21.8 3 3 4 7 0 -2.9544 -3.4641 -3.9392 -4.6985 68 "W"
94.6 16.2 18.8 21.3 21.8 6 5 4 3 -4.3301 -4.5963 -3.5 1.0419 0 69.2 "N"
97.2 13.4 17.1 19.5 20.1 1 2 2 3 1.5 5.6382 4.5963 3.8302 3.8567 84.6 "E"
101.6 7 15.9 19.3 21.1 2 2 5 4 -0.866 -0.1736 0.8682 2.0521 2.0521 97.2 "N"
102.6 8.7 16.5 20.9 22.5 1 2 5 5 0 2.5712 2.9544 4.924 2.9544 101.6 "E"
115.8 11.4 18.4 23 24.8 6 5 2 2 0.866 2.2981 3.7588 3.0642 2.2981 102.6 "E"
74.2 15.5 18.6 17.8 21.6 4 6 6 6 -3.4641 -5 -3.8302 -6.8937 -2.9544 55.6 "W"
78.4 16.1 18.1 22.6 21.6 8 7 7 7 1.0261 -1.2155 -1.3892 -2.2981 -4.4995 74.2 "S"
78.6 16.3 19.7 23.2 22.8 6 4 5 4 -0.6946 -3.8302 -5.1962 -7.7942 -4.3301 78.4 "W"
75.6 16.6 18.5 23.1 24.3 8 8 4 2 -3 -3.8302 -8.8633 -6.0622 -4.5963 78.6 "W"
67.8 18.3 20.2 23 21.8 7 6 5 6 -3.0642 -6.1284 -7.7942 -6.8944 -4.5963 75.6 "W"
70 16.4 17.3 17.3 19.9 2 6 6 5 -3.2139 -4.6985 -5.6382 -5.9088 -4.6985 67.8 "W"
68 13.3 13.1 14.3 14.1 8 8 8 7 -1.0261 -2.5712 -2.2981 -1.9284 -0.6946 70 "W"
80.2 9.9 12.7 13.3 14.5 7 7 8 5 -4 -4.924 -4.3301 -3.8567 -2.5 68 "W"
87.8 10.6 12.1 14.8 15.3 6 6 6 4 -6.8937 -2.7362 -1.5628 -2.0521 -1.0261 80.2 "N"
64.6 10.2 13.3 13.9 16.2 6 6 6 6 -3.7588 -5.1962 -6.1284 -5.1423 -4.5963 87.8 "W"
63.6 11.9 15 18.4 20.8 8 8 8 5 -2.2981 -3.8302 -4.6985 -6.5778 -2.5981 64.6 "W"
74.6 13.6 16.3 18.2 19.1 7 6 7 7 -3 -2.5 -3 -2.5 -1.7321 63.6 "N"
70.2 12.3 16 19.2 20.7 6 4 6 6 -2.8191 -3.0642 -2.5712 -2.2981 1.9284 74.6 "N"
92.2 9.2 15.5 22.2 23.7 0 2 3 4 -0.9397 0.342 1.2856 1.9696 2 70.2 "S"
91.6 11.4 17.6 22.3 23.6 1 3 2 1 0 3.7588 5.9088 5 2.8191 92.2 "E"
85.6 12.4 19.3 23.2 24 1 1 0 2 0.9397 4.924 5 5.6382 3.7588 91.6 "E"
98.8 12.6 17.3 22 23.4 0 0 2 2 2.5981 4.6985 6 5.9088 4.6985 85.6 "E"
94.6 11.6 16.7 21.2 21.9 1 0 1 1 2.9544 4.924 5 5 2.8191 98.8 "E"
116.2 10.9 16 22.6 23.7 1 4 3 4 1.8794 2.2981 3.9392 3.0642 0.6428 94.6 "E"
86.6 13.1 16.8 19.6 20.8 3 6 6 5 0.9848 1.9284 0 1.0419 1 116.2 "S"
57.8 14.3 15.1 15.9 17.8 8 8 8 8 3 2 1.9284 2.5712 1.8794 86.6 "S"
76.2 16.2 17 20.1 18.4 8 7 6 6 3.0642 0.6946 -0.8682 1.9284 3.4641 57.8 "S"
72 13.6 15.1 18.6 18.5 8 8 7 7 -2.5 -5.1962 -2.5712 -2 -1.0261 76.2 "N"
65.8 15 16.4 17.7 18.9 8 8 7 4 -2.9544 -4 -4.3301 -2.5 -1.7321 72 "W"
69.8 12.7 12.8 15.4 16.7 8 8 8 7 0.5209 0 1.5 3.2139 3.2139 65.8 "S"
78.8 13.6 16.3 15.1 13.8 3 6 6 8 -1.7101 -3.0782 -4.5 -4.4995 -3 69.8 "S"
112.6 10.6 18.5 22.4 23.1 3 4 7 6 0.9848 2.2981 2.5981 1.5321 -1.7101 94 "E"
111.6 11.4 19.6 23.2 23.9 2 1 1 1 -1 1.8794 5 3.7588 0 112.6 "E"
111 13.1 19 24.1 24.3 5 3 2 7 0 2.9544 3.9392 2.5981 3 111.6 "E"
97.4 14.2 15.9 18.5 21.1 7 8 7 6 -1.0261 -1.0261 -0.6946 -0.8682 -0.8682 111 "N"
105.6 9.7 13.5 16.5 17.8 9 8 8 7 0.5 0 -2.5712 -3 -2.5 97.4 "S"
91.4 11.5 16.1 19.3 20.4 3 4 4 5 -0.5209 -4.3301 -1.0261 0.5209 1.9284 105.6 "S"
75.2 14.5 16.5 18.2 16.1 8 7 8 7 -1 -1 -1.9696 -4.6985 -3.2139 91.4 "W"
92.4 11.5 15.4 18.2 18.3 6 6 5 3 -1.3681 -4.5963 -5.7851 -5.1423 -3.8567 75.2 "S"
109.4 9.9 18.3 22.6 22.6 6 7 7 7 1.9284 1.7101 2.7362 -1.3892 -3 92.4 "S"
89.6 13.4 16.7 18 17.8 6 7 7 7 -1.0261 -3.8567 -4.5963 -4.4995 -4.4995 109.4 "W"
83.6 13.5 13.9 14 15.8 8 8 8 8 -0.6946 -0.6946 -0.8682 -2 -2.2981 89.6 "S"
79.6 11.5 13.6 15.3 15.6 7 8 8 7 -0.684 -1.9284 -2.5981 -2.5 -3.2139 83.6 "W"
91.2 8.5 14.1 17 16.6 7 6 7 6 -1 -3.0642 -4.5963 -3.2139 -3.4641 79.6 "W"
85 8.8 13.7 16.3 18.2 3 6 5 6 -0.9397 -1.8794 -1.7321 -0.684 1.7101 91.2 "W"
91.4 10.4 14.1 17.5 19.1 7 4 4 5 -0.3473 0.5209 -0.5209 1.7101 1.7101 85 "N"
106 10.3 14.3 18.4 17.8 2 5 5 4 2 3.9392 5 4.5963 6.0622 91.4 "E"
93.4 9.7 13.9 15.5 16.1 7 5 8 8 3.8567 6.8944 7.7942 6.1284 1.9284 106 "E"
80.6 10.7 14.7 16.4 19 6 5 8 7 -2 -2.5712 -4 -5 -4.6985 96.8 "W"
96 12.2 14.4 16.9 18.4 6 6 6 7 -2.5981 -3.2139 -3.4641 -1.9284 0.6946 80.6 "W"
82.4 9.4 14.6 17.6 18.1 2 4 8 8 -0.766 -2.9544 -2.9544 -1 -1 96 "W"
71.4 13 14.2 16.7 16.5 8 8 7 8 1 0 1 -1.3681 0 82.4 "N"
89.6 13 12.8 15.9 18 8 8 6 7 -0.6946 -1.5 0.684 -1.9284 0.5209 71.4 "N"
98 9.7 17.6 22 24 0 0 1 1 -0.1736 0.6428 1.9696 1.5 2.5981 89.6 "E"
113.4 16.1 21.7 24.9 23.4 3 3 4 1 1.8794 2.5712 3.4641 -1.9101 -4.4995 98 "E"
93.8 14.5 19.3 22.9 24.7 0 2 2 1 -1.0261 0.5 1 2 3 113.4 "S"
124.4 17.8 23.3 25.3 25.1 1 4 5 5 3.7588 0.6946 -0.8682 -5.3623 -3.0642 93.8 "S"
90.2 14.5 17.6 21.4 23.3 8 7 3 2 0 -0.6428 0 0 1.0261 124.4 "N"
93 14.8 17.8 22.3 24.4 8 6 7 8 1.0261 1.5 1.5 1.9696 -0.8682 90.2 "N"
95.2 16.9 20.4 25.8 26.8 7 7 7 5 1.8794 1.5321 3.0642 2.5712 1.0419 93 "E"
88.6 17.5 17.8 16.9 17.5 7 6 8 7 -1.0419 -6.1284 -6.0622 -7.8785 -4.3301 95.2 "W"
77.8 13.5 14.7 16.1 17.7 8 7 7 6 0 -1.0419 -5.7851 -6.1284 -7.5175 88.6 "S"
70 14.3 15.4 15.4 15.6 8 8 7 7 -3.2139 -5.1962 -4.3301 -4.5963 -3.8302 77.8 "W"
80.8 11.3 15.5 14.2 13.4 2 6 6 8 -1.0261 -3.8567 -7.6604 -8.4265 -4.4995 70 "W"
79.4 11 15.5 17.1 16.8 1 3 7 6 -3.9392 -4.924 -2.5 -4.5963 -4.5963 80.8 "S"
71 12 14.4 14.2 14.8 7 7 7 6 -0.5209 -2.5712 -2.2981 -3.4641 -1.8794 79.4 "W"
82.4 8.5 14.1 15.8 15.5 5 5 7 8 -1.8794 -3.4641 -4 -3.7588 -0.866 71 "W"
79.8 12.1 15.2 17.4 16.7 7 7 7 8 0.3473 -0.6946 -2.5712 -2.5712 -2.8191 82.4 "S"
101.6 12.4 16.3 18.1 18.5 7 6 7 6 -0.9397 0 -0.5209 0.6946 1.0419 79.8 "N"
94.6 10.7 16.2 18.6 18 1 1 5 6 -0.3473 2 0.6946 -1.0261 -0.8682 101.6 "N"
107.6 10.2 15.8 19.7 19.7 3 3 3 7 -0.6428 -1 -1.7321 -0.6946 -1.2155 94.6 "W"
102 10.2 15.5 18.3 19.2 1 6 4 4 -2.2981 -2.5712 -0.8682 -2.0521 0 107.6 "N"
122.2 11.9 17.5 20.5 21.4 1 2 4 3 -1.9696 0 0.8682 -0.8682 0 102 "N"
138.2 13.1 19 23.4 25.2 6 1 1 3 0 0.684 0.3473 2.8191 0.8682 122.2 "N"
153.2 13.8 21.6 24.7 27.5 1 0 6 2 0 0.342 -1.7321 2 0.8682 138.2 "W"
112.4 15.6 19.9 21.8 21.4 3 3 3 5 -1.2856 0 0 0 -2.0521 153.2 "N"
105.4 13.4 19.2 20.3 21.6 4 7 5 4 -1.8794 1.2856 -0.1736 -1.0419 -1.0419 112.4 "N"
109 12.3 17.7 21.3 22.7 7 0 3 4 -0.6946 0 -2 0 0 105.4 "N"
71.4 15.4 17.1 18.7 16.7 8 8 8 8 -3.4641 -3.7588 -5.6382 -2 -2 109 "W"
74.6 10.8 14.7 15.9 16.8 1 6 6 5 -3.9392 -3.2139 -3.5 -2.3941 -2.3941 71.4 "N"
80.2 8.7 15.5 18 18.8 1 6 7 6 -0.866 0.6428 -0.684 0 0.8682 74.6 "S"
74.4 15.6 15.4 19.2 15.2 8 7 6 7 -0.8682 -5.6382 -6.8937 -2 -3.4641 103.2 "W"
62.2 13.4 14.9 15.7 17.9 6 7 7 7 -2.2981 -3.0642 -5.3623 -3.5 -3.2139 74.4 "W"
62.6 16.4 19.2 22.3 21.7 8 7 6 7 -2.5 -6.0622 -6.1284 -6.8944 -5.1962 62.2 "W"
67.8 13.8 16.8 17.6 18.9 3 6 7 7 -2.9544 -3.4641 -2.8191 -2.9544 -1.8794 62.6 "W"
53.6 15.4 18.4 22.5 24.2 8 8 7 6 -1.5 -2.8191 -4.6985 -4 -2.2981 67.8 "W"
108.6 17.1 25 29.7 32.3 1 0 0 2 1 4.924 3.8302 2.5 0.5209 53.6 "E"
67.8 17.5 19.4 20.9 21.8 8 7 7 7 -1.5 -2.2981 -3.2139 -4.3301 -3 108.6 "S"
63 16.1 18.7 19.3 20 7 7 8 8 -0.684 -2.2981 -0.6946 -0.5209 -0.6946 67.8 "S"
71 16.1 19.1 19.3 21.3 8 7 6 6 1.3681 1.3681 0.6946 0 -2.5 63 "S"
70 15.1 18.8 20.5 22.8 7 6 6 2 -3.0642 -2 -1.7101 -1.0419 -0.8682 71 "N"
51.4 14.5 17.1 18.9 20.2 7 8 8 8 -2 -2.5981 -3.0642 -1.0261 2.5712 70 "W"
106.4 14.5 19.8 24.9 27.1 6 5 5 4 0.342 1.7321 4.3301 3.0642 1.0419 51.4 "E"
118 17.7 18.7 25.7 27.5 7 7 4 2 0.6946 0 1.0419 3.5 3.5 132 "N"
118.2 18 22.2 25.6 28.3 1 1 3 1 -0.6946 0.6946 1.7101 1.7101 -1.2155 118 "N"
127.2 17.3 21.6 26.2 24.6 2 1 4 7 -1.3681 0 0 -1.2155 -0.8682 118.2 "N"
79 16.5 18.7 21.7 23.4 7 4 3 5 -3.4641 -4.924 -4.924 -4.924 -6 127.2 "W"
75.8 17.1 20 22.6 23.5 6 7 5 4 -1.9284 -1.7321 -1.0261 0 1.0419 79 "N"
75.6 12.1 17.8 19.5 22.3 2 6 8 1 -0.866 -0.684 -1.5321 -0.3473 0 75.8 "W"
107.8 14.3 21.1 26 27.8 1 4 3 3 0.342 1 -1.0261 -2 0 75.6 "N"
130.6 15.9 22.3 28.1 29.1 1 0 4 4 0 0.5209 1.5321 -1.7101 -3.2139 107.8 "E"
63.6 15.6 19.6 21.7 20.4 6 7 7 7 -1.8794 -2.5712 -2.3941 -3.5 -3.8302 130.6 "S"
63.2 18.3 20.3 22.1 19.7 8 5 7 8 -0.5209 -3.8302 -5.3623 -2.5712 -3.8302 63.6 "W"
71 16.4 18 19.3 20.1 7 7 7 7 -2.9544 -4.3301 -4.6985 -3.0642 -1.7101 63.2 "W"
58 13.9 16.4 16.9 17.7 2 7 7 7 -3.9392 -3.2139 -0.8682 -1.7101 -0.8682 71 "N"
84.2 15 18.6 21.6 23.2 7 7 4 4 -0.9397 1 1 0.8682 2 58 "N"
111.4 12.9 21.6 25.7 27.7 0 0 0 0 1 2.8191 3.9392 3.4641 3.7588 84.2 "E"
118.6 15.2 25.5 29.7 31.5 0 0 0 1 0 5 6 6.5778 3.7588 111.4 "E"
122.2 21.7 27.4 31.1 31.8 3 2 5 4 5 4.924 8 6.8937 5.1962 118.6 "E"
136 18.5 23.4 26.7 29.1 5 3 6 6 3.4641 4.3301 5.1962 6.9282 2.3941 122.2 "E"
141.4 16.2 21.5 26.8 29.5 1 1 1 3 -0.684 0.6946 3.2139 0.684 3.2139 136 "N"
143.4 16.7 20.4 26.4 27.6 7 1 5 6 0.6946 -1.0261 0 -1.7101 0 159.2 "N"
132.4 16.7 20.2 27.8 29.1 8 3 2 6 1 1 -0.5209 -3.0642 -2.2981 143.4 "S"
98 16.6 21.6 26.7 27 7 7 7 7 -1 -1.8794 0.684 -3.8302 -3.9392 132.4 "S"
85.2 16.8 20.5 23.8 25.2 7 4 5 4 -1.8794 0.5 1.0261 -1.5 1 98 "S"
45.6 17.9 21.4 21.3 20.9 7 8 8 8 3 3.7588 3.4641 -2.9544 0.342 85.2 "E"
62.2 15.7 20.5 24.1 25.3 3 5 6 6 -0.5 -3.2139 -3.2139 -3.8302 -3.8302 45.6 "S"
67.2 17.6 20.7 22.1 20.8 7 7 6 7 -0.5 1.2856 2.5981 -2 -2 62.2 "E"
82 15.4 20.5 24.5 27 8 5 5 4 0.5 -1.3681 0 1.7101 4.6985 67.2 "S"
92.2 16.5 17.8 17.4 20.8 7 6 6 6 0.5209 -3.5 -4.5963 -3 -4.5963 82 "W"
70 15.2 16.2 20.4 20.5 5 7 7 6 0.8682 1.2155 0 -2.0521 -3.0642 92.2 "S"
74 17 16.5 19.8 21 8 8 7 7 -2.8191 -6.0622 -3.8567 -3.5 -1.7101 70 "N"
79.2 14.7 18 19.7 21.1 7 7 7 7 -0.5 0.866 -1.2856 -1 0 74 "S"
83.6 15.3 19.3 21.8 22.4 7 7 6 6 -0.866 0.866 -1.7321 -1.9284 1.5 79.2 "W"
66 15.3 20.3 22.5 23.2 3 5 7 6 0.1736 -2.5981 -2.2981 -4.924 -4.6985 83.6 "W"
59 17.1 17.8 22.4 23.7 8 8 6 4 -3 -3.8302 -5.6382 -6.1284 -5.3623 66 "W"
51.2 13.1 18.1 19.7 20.2 7 7 8 8 -1 -2.8191 -3.8302 -4.3301 1.0261 59 "W"
58.2 14 17.8 20.1 18.6 7 7 7 6 0 -3 -2.9544 -1.2155 -2.5 51.2 "W"
58.8 13.8 16 17.1 20.5 8 7 7 8 -0.3473 -0.6946 -4.3301 -5.7851 -3 58.2 "W"
72.6 14.5 18 21.1 20.1 1 5 4 6 -2.5 -4.924 -7.7942 -9.3969 -5.6382 58.8 "W"
73 13.1 18.4 20.7 21.8 1 4 4 6 -2.5981 -5.6382 -5.9088 -4.924 -2.9544 72.6 "W"
76.8 11.4 16.9 20.7 21.9 1 2 5 6 0 0 -1 0.9397 0.6428 73 "S"
109.2 14.7 19.9 24.1 24.3 5 5 6 5 2 2.8191 4 3.9392 4 76.8 "E"
107.2 14.4 20.5 24.3 25.5 5 3 3 3 3 4.6985 3.7588 1.5 2.5981 109.2 "E"
66.4 17.1 19.9 22.8 24.6 7 7 6 7 1.5321 -2.9544 -1.8794 -2.2981 -1.9696 107.2 "W"
99 16.8 22.8 27.4 29.2 1 2 3 3 0.766 0.5209 -0.5209 -1.9284 0.766 66.4 "S"
100.8 18.9 20.5 23.8 25.8 8 8 8 6 1.9696 0.5 0 -2.5981 -2.5981 99 "S"
74 17.6 20.7 23.8 24.7 6 6 4 3 -1 -2.9544 -2.8191 -3.4641 0.6946 100.8 "W"
75.2 14.8 18.6 22.6 23.5 7 5 3 6 -0.866 -1.9696 -0.1736 0.6946 2 74 "N"
86 14.7 20.5 23.7 24.3 5 3 2 3 -0.342 3 4 2 3 75.2 "E"
128.8 12 20.2 24.8 25.6 1 1 5 6 -0.5 -0.1736 0 -0.5209 0.8682 86 "N"
98.6 15.6 21 24.9 24 6 4 2 3 -0.6428 1.5 2 -1.0419 -0.8682 128.8 "N"
71.8 11.8 18.9 22.1 22.3 1 2 6 3 -0.9848 0.5209 -0.6946 0.8682 0.6946 98.6 "N"
85.4 11.2 18.5 22.2 25.4 1 4 1 1 -0.1736 0 -0.6946 1.8794 0.6946 71.8 "N"
114.2 13.3 21.8 27.5 28.5 1 1 1 1 -0.6428 1.5321 4.6985 4.6985 3.4641 85.4 "E"
106.4 15.6 20.6 25.3 26.6 2 6 4 2 0 4.3301 4.924 2 3.2139 114.2 "E"
139.2 11.6 20.5 25.9 27.2 0 1 1 1 -1.5321 0.5209 4.3301 2 0.8682 106.4 "E"
139 14.3 18.2 27.5 26.7 5 4 4 5 -1 0.342 0.5 2.5712 -0.9397 139.2 "S"
129.8 14.3 19 24.9 26.9 2 0 3 4 0.342 -1 -1.0261 -4.924 -3.4641 139 "N"
105.4 14.6 18.8 23 23.3 6 6 5 7 1 -2.8191 -3.0642 -3.4641 -2.5981 129.8 "W"
85.4 15.7 18 23.7 26.1 9 5 4 2 -0.5 -0.6946 -0.8682 -3.0642 -2.2981 105.4 "S"
52.4 17.1 16.9 19.5 21 7 8 7 8 -1 0 0 1 2 85.4 "N"
114.8 13 20.6 28.6 30.2 0 0 0 5 0.6428 1.5321 1.9284 1.2856 2.8191 52.4 "S"
133.4 17.5 23.8 30.7 30.8 4 5 4 2 1.7321 1.2856 -3 -3.8567 -2 114.8 "S"
67.2 16.4 16.7 19.4 21.1 8 8 7 7 -0.6946 -3.9392 -0.3473 -2.5712 -1.0261 133.4 "S"
66.2 13.3 16.4 18.9 18.4 8 6 6 8 -1.7321 -2.5712 -0.6946 0 0 67.2 "N"
58.8 11.6 13.7 15.3 17.1 8 7 8 7 0.5209 -2 0.3473 0 1.0261 66.2 "N"
79.4 7 13.8 19.6 20.8 0 1 2 1 0 -1.8794 -3 -4 -3.0642 58.8 "W"
69.6 12.5 17.7 18.5 21 1 7 7 6 1.3681 -1.2155 -3.8302 -6.5778 -2.8191 79.4 "W"
63.2 12.3 17.2 17.6 20.4 1 1 7 5 -0.3473 -2 -2.5981 -4.5963 -1.5 69.6 "W"
58.8 14.1 15.4 16.9 17.4 7 8 8 8 1.7101 0 1.3892 0 2.5 63.2 "S"
66.8 13.5 15.4 18.3 17.9 8 7 7 8 0.5209 1.9284 1.3681 3.4641 3.9392 58.8 "S"
55.4 13.3 15.9 19 17 7 6 7 7 -1.0261 -0.8682 -1.2155 -0.6946 0.6946 66.8 "S"
45.6 12.4 16.8 15.9 18.8 5 6 8 7 0 0 0 0 -3.0642 55.4 "S"
61.4 17.3 19 22.9 19.2 7 7 2 7 0 0.8682 -4 -3 0 45.6 "S"
67.8 16.5 19.3 20.6 19.7 4 7 7 7 -1.7101 -1.5628 -7.0707 -5.3623 -2.5 61.4 "S"
67.2 16.7 19.5 22.2 22 5 2 3 6 0 -2.3941 -4.5 -6.1284 -1.9696 67.8 "S"
73.2 15.2 18.8 18 18.8 6 6 7 7 -1.3681 -3 -2.7362 -3.8567 -2.5 67.2 "S"
75.2 12.7 16.1 18.8 17.6 6 2 7 6 -1.0261 -1.9284 -2.5 -2.8191 -3.2139 73.2 "S"
75 16.2 16.6 17 19.2 8 6 8 6 -2.3941 -4.924 -6.0622 -3.2139 -2.5 75.2 "W"
63.4 12.1 15.8 17.6 17 1 5 8 8 -2.2981 -3.7588 -3.2139 -2.5 -3.2139 75 "S"
67.4 16.3 16.4 18.3 19.6 8 8 7 7 -3.4641 -3.8302 -4.4995 -5.1423 -3.0642 63.4 "S"
65.8 12.7 15.9 17.9 18.4 1 5 6 7 -3.4641 -5.9088 -5.6382 -6.0622 -4.6985 67.4 "W"
79 12.4 17.2 20.2 21.8 4 7 8 2 -0.342 2.2981 4.3301 4.5963 2.0521 75 "E"
60 12 12.7 16.9 15.3 8 8 6 8 2.5 3.2139 5.6382 3.2139 3.2139 79 "E"
58 11.2 12.7 14.8 13.7 8 8 8 8 4.3301 4.3301 5.1962 3.4641 3.4641 60 "E"
54 11 12.8 16 18.2 8 8 8 7 2.5712 4.6985 3.4641 3.7588 5.6382 58 "E"
90 13.4 18.2 21.8 23.7 4 7 4 2 1 2.8191 4 2.8191 1.7321 54 "E"
91 14.6 19.2 22.3 23 7 4 6 6 0.1736 1.5321 0.684 0 1.7101 90 "S"
75 14.5 16.8 19.6 20.6 7 8 7 7 0 -0.342 1 0 0.766 91 "S"
71 13 15.3 18.5 17.2 8 7 7 7 0.342 0.6428 1 -0.342 -0.866 75 "S"
74 12.9 14.1 19 22 8 8 6 6 -0.3473 1.5321 2 2.9544 -1.5321 71 "E"
