group1,group2,value,weight
B,D,0.322010068515103,10
A,D,0.243241208873665,5
B,D,-1.57404132933778,4
A,D,-0.258998679560283,10
B,D,-1.03463714474585,1
A,D,-0.732041349558065,7
B,D,0.429472217120733,3
A,D,-0.773694703704254,8
B,D,0.546695457577053,4
A,D,-0.430904928934989,8
B,D,0.8162419564555,9
A,D,0.809084531917105,3
B,D,1.43001150018129,1
A,D,3.56077457730349,6
B,D,0.23350323345633,2
A,D,0.64370720125657,8
B,D,0.991273475416484,10
A,D,1.4408463256121,3
B,D,1.08755463328941,7
A,D,-1.30230835371845,4
B,D,0.0827870667074168,4
A,D,0.961551712502713,6
B,D,1.33753353593951,2
A,D,-0.308998338297889,9
B,D,0.112532729300225,6
A,D,-2.00139450088604,4
B,D,-0.992289950435286,4
A,D,1.90874143751163,8
B,D,-1.01616556707906,7
A,D,1.12376262979636,5
B,D,-0.540799858742276,2
A,D,-0.093686903283135,8
B,D,-0.0657586578276799,10
A,D,-0.604126976513386,9
B,D,-1.28691073733087,9
A,D,1.03804376364378,2
B,D,-0.954951510275602,7
A,D,-0.18329365827913,3
B,D,-0.187968966128765,7
A,D,1.04246347945,9
B,D,-0.489337634123063,8
A,D,0.536102795718131,2
B,D,0.0531554290624004,4
A,D,-0.255341558022004,5
B,D,0.620581521191514,9
A,D,-1.53872984869979,7
B,D,-0.000373489958165731,10
A,D,-0.320051627736446,9
B,D,0.373406387163322,1
A,D,-1.04179480792983,5
B,D,0.430718310003993,3
A,D,-0.858319162794824,4
B,D,-0.16497074620681,9
A,D,0.468463452913517,5
B,D,0.280029493614508,8
A,D,-0.79242148689135,10
B,D,-2.50481782189713,6
A,D,1.0289348580953,3
B,D,0.41727552408776,9
A,D,0.512100806007661,1
B,D,0.660399953293569,6
A,D,1.883805636981,6
B,D,0.222204470218087,7
A,D,0.250028861799148,8
B,D,0.151457299741644,6
A,D,-0.457396443075738,5
B,D,-0.069032487781598,2
A,D,-0.299385513210925,7
B,D,-0.45690605475476,6
A,D,0.694562942417662,5
B,D,0.141579571128397,2
A,D,-0.900766384284973,10
B,D,-0.0923101056161954,3
A,D,-1.44791533514772,9
B,D,-0.744503207530043,2
A,D,0.446613531007112,8
B,D,0.815874076782229,5
A,D,0.745280932191005,6
B,D,0.439386399092892,7
A,D,0.603285467583224,7
B,D,1.88741240493961,5
A,D,-0.662785606028009,3
B,D,0.402177292617926,4
A,D,1.87153417030474,6
B,D,-1.51406260183558,4
A,D,0.0923137532670761,4
B,D,0.0828740333840802,10
A,D,-0.428459463257232,5
B,D,-1.43104444070666,1
A,D,0.36447635496682,2
B,D,0.0436928757964764,5
A,D,-1.36213140835683,10
B,D,-1.00225011572381,6
A,D,0.188652411736274,3
B,D,0.987939476562739,10
A,D,-0.491495340849786,6
B,D,0.468144896600473,5
A,D,-1.12758471731743,2
B,D,-0.354959082842451,5
A,D,0.275485919806473,4
B,D,0.129829747523177,6
A,D,-1.69578599158183,2
B,D,0.107003795282211,9
A,D,1.94598348666199,3
B,D,-0.770466955078027,3
A,D,1.692485274097,1
B,D,0.558263348530775,3
A,D,2.06635586348982,6
B,D,0.00390200210900993,6
A,D,1.29237848353413,1
B,D,1.3463474543609,9
A,D,0.207269166274316,7
B,D,1.79779384093607,1
A,D,-0.483077104577884,8
B,D,-1.35888641035323,1
A,D,0.953672310669458,3
B,D,1.78287386365334,2
A,D,-0.222868508111505,10
B,D,1.47692181339756,1
A,D,0.0716341863898875,9
B,D,0.790378854987586,3
A,D,0.527540911567975,2
B,D,0.720597810051111,3
A,D,0.293546103635967,8
B,D,-0.0880478225820867,4
A,D,0.603158894144126,2
B,D,-1.69193344385988,2
A,D,1.0967148625672,1
B,D,1.86640505160735,3
A,D,-0.919968076839636,4
B,D,0.352295002187691,10
A,D,-1.56943843748565,5
B,D,-1.0366174000436,10
A,D,-0.88628240579862,6
B,D,-0.688422662528601,2
A,D,-0.0115312412889761,3
B,D,0.762355951718571,1
A,D,-0.539007678420544,9
B,D,0.683137728248131,10
A,D,-0.392042771863244,3
B,D,-0.684096690570523,10
A,D,-0.182323204440416,2
B,D,-0.51085856875391,4
A,D,-0.910845552478372,1
B,D,-0.841658296463161,9
A,D,-0.930472480079165,6
B,D,-1.29215934074058,4
A,D,-0.0652705500607014,2
B,D,1.3702161703746,10
A,D,-0.914007275812186,6
B,D,-0.151323639482989,10
A,D,1.63502000128147,1
B,D,-0.308729994505584,9
A,D,0.919001456035773,1
B,D,0.778748713620068,2
A,D,-1.92795390492829,3
B,D,-0.622533869564825,7
A,D,-0.682455764600679,7
B,D,0.46525348228905,5
A,D,1.29237063288806,3
B,D,0.905644799216068,2
A,D,0.396028146249824,10
B,D,-1.76115708130676,1
A,D,0.614374195745453,5
B,D,-1.04058976675777,8
A,D,-1.10438621967681,6
B,D,-0.746133897780799,10
A,D,-0.680127322741055,9
B,D,1.22169290293352,9
A,D,-0.59307662577234,7
B,D,2.04987768376469,9
A,D,0.871782234660876,3
B,D,-0.423489451708933,4
A,D,-0.947868785305833,1
B,D,0.246854030236879,5
A,D,-0.153539107686972,2
B,D,2.95567561424985,8
A,D,-1.17491176436305,7
B,D,1.03215357110671,6
A,D,-0.447041632586715,5
B,D,2.51756584733529,6
A,D,0.3412916278268,10
B,D,0.00983031853642226,7
A,D,0.219036257997008,7
B,D,1.2083722086095,6
A,D,-0.154923944515153,7
B,D,1.10237621162639,9
A,D,1.74850587856784,8
B,D,0.20750178007885,3
A,D,0.781336943154196,6
B,D,-0.586925420243407,10
A,D,-1.77939758064915,4
B,D,0.134593742891047,6
A,D,-0.386070104498306,2
B,D,0.916148952853561,1
A,D,0.876168738648464,10
B,D,-0.657743328086551,5
A,D,-1.27660998496028,2
B,D,0.498442288995107,8
A,D,-0.733490471952919,8
B,D,0.0260099992034559,5
A,D,-0.0263744080984419,1
B,D,-0.826325436542091,3
A,D,-0.809307847612827,9
B,D,0.832227582466321,1
A,D,1.28865834908394,3
B,D,-1.3086907829038,3
A,D,-0.605753521177132,9
B,D,-0.298944645723709,1
A,D,0.523834381688257,8
B,D,1.97720198326561,1
A,D,-0.593630874254399,1
B,D,0.223271495477645,8
A,D,-0.83377801257422,3
B,D,1.32349781127522,4
A,D,0.0246480538687652,5
B,D,0.679607981498852,1
A,D,-0.559106488649554,1
B,D,2.12278881119426,4
A,D,0.875144991586736,10
B,D,0.247187079057702,5
A,D,1.49091197211628,6
B,D,0.814066731594739,2
A,D,-0.604520019787972,6
B,D,-0.302983239924969,7
A,D,-1.36542160807768,6
B,D,0.246895940419864,6
A,D,-0.298346213848611,6
B,D,0.619959340090344,5
A,D,-0.144675275909557,4
B,D,0.169722493835699,8
A,D,0.761831614618826,7
B,D,-0.0269791773704326,7
A,D,-0.0756707670479315,5
B,D,-1.83706858645632,2
A,D,-0.865603569158816,6
B,D,0.0214250938966498,5
A,D,1.26670269673711,10
B,D,-0.656993203660842,3
A,D,0.753223221286558,7
B,D,0.417717959872838,1
A,D,-2.1207942205749,1
B,D,0.111496163530273,9
A,D,-0.262445686666173,6
B,D,-0.0508299850593942,8
A,D,1.38694030155179,3
B,D,-1.81430375076757,5
A,D,0.78598519137525,10
B,D,-1.54509175016802,6
A,D,0.525708654265479,8
B,D,0.99689891524758,7
A,D,0.479116460178942,10
B,D,-0.179672051825397,2
A,D,2.17314448914649,6
B,D,-0.194214255715222,9
A,D,-0.965630903576573,9
B,D,1.96290605608293,1
A,D,0.675610748551952,4
B,D,-1.64975999763756,9
A,D,-0.260188018229149,9
B,D,-0.946070238565461,9
A,D,1.27136743626852,7
B,D,-0.54488837719493,10
A,D,0.680100433183598,4
B,D,-0.0636262909384464,9
A,D,-0.0804572658697892,3
B,D,0.459231454107246,10
A,D,-0.337267525312569,4
B,D,-0.267193736876532,7
A,D,0.0010887063455037,1
B,D,-1.0011805860843,7
A,D,-2.31753266230565,3
B,D,-1.03562042761862,1
A,D,1.6520011317658,9
B,D,1.25766873665234,6
A,D,1.17452339044142,10
B,D,-0.242402878664151,3
A,D,0.196262654141001,5
B,D,-1.37083503619664,4
A,D,0.498012733402356,7
B,D,-1.67893366966758,8
A,D,-0.688243206082817,10
B,D,-0.141312615177689,1
A,D,0.491465816116296,5
B,D,-0.0615682346867961,7
A,D,-0.283829894689686,7
B,D,-0.0529788314984442,6
A,D,-1.76679901923668,9
B,D,-1.37912617561702,3
A,D,-0.767674701693731,9
B,D,-0.722437736624953,2
A,D,-0.258866540136848,8
B,D,0.562594417330087,5
A,D,-0.0811606999718701,5
B,D,-0.975406155490029,3
A,D,0.297739278134155,2
B,D,0.720732409189491,1
A,D,-1.17257375874695,8
B,D,0.040235582702961,7
A,D,1.54948133966908,3
B,D,-1.1163700367567,5
A,D,0.477905731939031,10
B,D,-0.752593622783278,8
A,D,-1.10246729000189,10
B,D,0.113824390247145,3
A,D,1.80895678125719,8
B,D,-0.242495812723003,1
A,D,-1.79315187386157,7
B,D,-0.961870575465563,6
A,D,-0.755004643314507,7
B,D,-0.387377386853996,5
A,D,-0.548277877848769,8
B,D,-0.421934159809897,1
A,D,1.09739780421176,7
B,D,1.04881307255375,4
A,D,-0.562877332174052,9
B,D,0.305037249463002,6
A,D,1.18934644811616,6
B,D,0.334301891662195,8
A,D,0.0283209144094804,8
B,D,1.30148267349866,3
A,D,-0.498040468926436,3
B,D,-0.559372957054496,2
A,D,0.420525037586002,9
B,D,-0.980039639242193,1
A,D,-0.161583545810324,3
B,D,1.50976728753957,1
A,D,2.32210759943903,5
B,D,0.123025903206197,9
A,D,0.12959954496963,10
B,D,-1.92665006753005,1
A,D,0.681998584299021,7
B,D,-1.08089664752216,1
A,D,-0.103846509026225,8
B,D,0.423690276778957,9
A,D,-1.24677090991258,4
B,D,1.76699023269667,6
A,D,0.417847586819399,4
B,D,1.42426014844225,9
A,D,-0.61581200216951,4
B,D,-0.769691664810856,8
A,D,1.99657193606851,6
B,D,0.127388668298866,3
A,D,0.396214809519895,5
B,D,1.63412449184027,9
A,D,0.00151467927964683,8
B,D,0.36604549374752,10
A,D,0.6594028032917,10
B,D,-1.24463436248772,10
A,D,-0.138457310239009,6
B,D,-0.745732072169959,5
A,D,1.72544815906973,5
B,D,-0.342811490541108,1
A,D,0.595487858424565,9
B,D,-0.041887515450535,10
A,D,0.504762315802533,3
B,D,0.277725330096941,10
A,D,0.51918908860523,7
B,D,-0.461694028947025,3
A,D,0.0271061829703676,2
B,D,-0.891066069094454,3
A,D,-0.479918967690436,7
B,D,0.899522124238327,10
A,D,0.316937938842433,2
B,D,-0.0246955723395983,1
A,D,-0.368692975453707,4
B,D,-1.03555776546535,3
A,D,1.1423579224016,7
B,D,-0.0700242493811084,8
A,D,0.150057920978993,4
B,D,1.58620954106425,10
A,D,-0.183286722530822,5
B,D,0.945703915985526,8
A,D,-1.84663710690478,3
B,D,0.746081399580327,4
A,D,1.34886323709961,10
B,D,-0.371296592895889,7
A,D,0.653803436953192,5
B,D,0.0820831120649507,2
A,D,-0.109969035749142,10
B,D,0.373784393627463,9
A,D,0.96455386568847,4
B,D,0.744681511952277,4
A,D,-0.421963684784229,8
B,D,-0.137491255560085,4
A,D,-1.75140744650318,4
B,D,0.403194480702197,6
A,D,0.682138359731055,8
B,D,-0.372546115726448,5
A,D,-0.158440456378708,4
B,D,-0.16343522620333,10
A,D,0.0418914888293408,10
B,D,0.139773182084734,7
A,D,1.77088628042287,9
B,D,2.25001295168758,3
A,D,-0.604388683299518,2
B,D,0.855733103912723,9
A,D,1.39839271146654,9
B,D,-0.32274163437068,4
A,D,1.31481999477858,9
B,D,0.752009990606302,8
A,D,1.12198147316153,8
B,D,2.18573947266325,5
A,D,0.287136987463407,7
B,D,0.77628905453636,8
A,D,0.773332945008829,4
B,D,0.453700891049739,4
A,D,-1.01406109913032,9
B,D,1.37200110004338,8
A,D,0.875796545259741,6
B,D,0.317532562719265,7
A,D,2.04950501704507,2
B,D,-0.391096250191308,9
A,D,-0.579487681106827,9
B,D,0.416528756942469,9
A,D,-1.59716589899253,2
B,D,-0.167904642004084,2
A,D,0.0614647674608723,9
B,D,1.41639689025298,5
A,D,-1.08942391922069,6
B,D,0.0226242301925124,4
A,D,-0.949695198841122,6
B,D,1.01233845717104,3
A,D,0.463222677638565,7
B,D,-1.7907849105618,3
A,D,-0.698706415496891,5
B,D,1.30984807008851,10
A,D,0.740611718706521,4
B,D,-0.0776754339695273,10
A,D,0.387024199686128,8
B,D,0.266157875310595,8
A,D,0.829387204156918,4
B,D,0.720571598717471,6
A,D,-1.14567172136143,2
B,D,0.937224775051921,3
A,D,-0.227692052438467,6
B,D,1.29581591229015,10
A,D,0.251410826106003,8
B,D,-0.200534100845525,10
A,D,-1.15002920493723,6
B,D,-0.187345798686492,5
A,D,0.121290789027737,8
B,D,0.265864346610748,5
A,D,0.497815472188906,4
B,D,0.0944628064892676,5
A,D,0.797045986564674,5
B,D,1.19222422587981,4
A,D,-0.217911587067885,1
B,D,0.496926294708738,5
A,D,0.40702226804512,3
B,D,-0.707840937766951,7
A,D,0.0866263174859598,6
B,D,-0.192608546277913,1
A,D,1.20400722481069,7
B,D,-0.097363872414442,4
A,D,0.288556275521708,7
B,D,0.445364239409547,4
A,D,1.09623282130161,6
B,D,1.51937368516913,3
A,D,-2.37796102674098,3
B,D,-0.223231219880152,9
A,D,-0.0873607710109835,10
B,D,-1.06631221874747,2
A,D,0.884467397656866,1
B,D,0.586958094437557,6
A,D,-1.13000035701333,3
B,D,-0.818227902176456,5
A,D,0.0860587737559629,3
B,D,-1.13281310572954,6
A,D,0.413744649185647,2
B,D,-1.35419175852384,3
A,D,-0.472877216635798,9
B,D,1.4754030557973,9
A,D,2.4882747864626,9
B,D,0.667224852355666,4
A,D,0.891352895851689,7
B,D,1.73060379476225,6
A,D,0.421072890151886,7
B,D,-0.824099236040333,6
A,D,-0.295299379994952,4
B,D,-0.562075775815348,1
A,D,-1.0300184474268,5
B,D,-1.73924526094559,9
A,D,0.112514251410332,1
B,D,-0.356735974783595,4
A,D,0.199773768597277,8
B,D,-1.26874007816274,6
A,D,0.683241611260505,1
B,D,0.273467529191443,5
A,D,-0.516605542914474,1
B,D,-0.0690920367472362,1
A,D,-0.287281906250191,5
B,D,0.264225109279175,2
A,D,-1.17446441143417,7
B,D,0.474763855653056,9
A,D,-1.00092483943273,3
B,D,0.907914725749329,8
A,D,1.23098084800615,6
B,D,-0.385845984036991,1
A,D,0.874689028966849,6
B,D,0.0356962208531662,7
A,D,-2.08398373991057,8
B,D,0.26687976926208,2
A,D,-0.917650723005163,6
B,D,-1.0755188159468,2
A,D,1.35989945985478,8
B,D,-0.196253607322784,6
A,D,1.76183001291892,4
B,D,-0.490995223341535,1
A,D,-0.195260848675326,6
B,D,-0.0594636843352052,2
A,D,-0.471562516430137,2
B,D,-0.559883892139241,6
A,D,0.434474031949552,2
B,D,-1.03812991147009,2
A,D,0.989204530692014,2
B,D,-1.96664976359189,3
A,D,-1.24957615343755,10
B,D,-0.922236012804772,7
A,D,-0.259470785476657,4
B,D,0.287741848957969,9
A,D,-1.727031230352,9
B,D,-0.191969783553338,3
A,D,-0.451763451087195,5
B,D,1.2942518721128,2
A,D,1.08291764664476,7
B,D,0.352327326451481,9
A,D,-0.923355378146643,2
B,D,-0.983262945431807,2
A,D,-0.627752232660016,8
B,D,1.01916504426803,2
A,D,1.23773509430537,3
B,D,0.148511230485343,9
A,D,-1.12025543660925,2
B,D,0.438197667799446,4
A,D,-0.627640324182225,9
B,D,-0.099696734036254,4
A,D,-0.625782986191083,3
B,D,-0.012427735933324,5
A,D,0.310010482901615,9
B,D,-0.10300425502754,9
A,D,-0.375982139777223,3
B,D,-0.114039195073073,4
A,D,-1.26726041692414,6
B,D,-0.633393016621902,6
A,D,-0.530141596610561,1
B,D,0.157321180961863,5
A,D,-1.71534882004952,10
B,D,-1.06841585771262,2
A,D,0.0432102456291375,6
B,D,-0.411447102254831,7
A,D,0.483751056980984,6
B,D,-0.405463632556406,2
A,D,-0.0695108395406196,6
B,D,0.130666946102721,1
A,D,-1.0143674726879,2
B,D,-0.465658941798268,9
A,D,-0.246313564712747,9
B,D,-1.18268544681827,1
A,D,-0.139665922244885,8
B,D,-0.355663270121578,2
A,D,0.227805767613792,8
B,D,-0.561343505341932,10
A,D,-0.37123755145984,6
B,D,-0.228249051064611,6
A,D,0.0233919092442383,9
B,D,-0.204901662481784,7
A,D,-1.04940159991292,5
B,D,0.0168891022724103,2
A,D,-0.306342900109647,6
B,D,0.161901674292895,8
A,D,-0.517414726638013,10
B,D,0.393348239197161,9
A,D,1.92829279127557,2
B,D,-0.0789513777164727,2
A,D,1.2767677693413,4
B,D,-0.125089853270758,2
A,D,-0.334651566819711,8
B,D,-1.61411435160063,5
A,D,-1.24808337467923,2
B,D,1.72819294928227,1
A,D,2.29829418660227,3
B,D,-0.391329302558777,8
A,D,-0.319489361780983,2
B,D,-1.2984726709318,3
A,D,0.84240975780086,6
B,D,0.0637965454591603,3
A,D,-0.371349145905129,8
B,D,-1.3172533555492,7
A,D,0.98660064568956,9
B,D,0.140683592273039,9
A,D,0.472044751974833,1
B,D,0.0244570728528031,9
A,D,1.12303762679448,4
B,D,-0.129987029791604,10
A,D,0.443249917220359,1
B,D,0.370644669919899,4
A,D,-0.53372625861085,10
B,D,-0.584137481544261,10
A,D,-1.86731859374301,6
B,D,1.32136134267003,4
A,D,-1.10344743626495,9
B,D,-1.09125915675197,7
A,D,-0.290966485737988,1
B,D,-0.560403377259421,6
A,D,0.902981342007163,6
B,D,0.0819303589736088,10
A,D,0.646433169526725,2
B,D,-0.608823188227127,2
A,D,-1.61893526604612,1
B,D,0.950076005027458,1
A,D,-0.898598304408524,2
B,D,1.11745082063922,7
A,D,0.291878684816013,5
B,D,-1.31620322008889,10
A,D,0.039857338611495,5
B,D,-0.473516340175823,8
A,D,-0.493323426784316,3
B,D,-1.07753470320234,8
A,D,-0.180676484047986,6
B,D,0.937920519586168,1
A,D,-0.0909248211121724,9
B,D,-0.900676442231551,5
A,D,-0.329192732906964,3
B,D,-0.409320458794062,5
A,D,-0.0569061869044293,1
B,D,-1.2760299409964,5
A,D,-0.0275927493228946,7
B,D,-0.957486125546558,5
A,D,1.068559627303,5
B,D,-0.167597650990671,6
A,D,-0.413771246923781,10
B,D,-1.54743012422336,1
A,D,1.50785678918317,5
B,D,0.27500362972267,6
A,D,0.276734813388451,4
B,D,-0.601527419814491,10
A,D,-0.08750157341545,5
B,D,-0.813381129091604,10
A,D,0.9386176512756,1
B,D,0.202334387341617,10
A,D,1.20997754315348,5
B,D,0.73773249314375,1
A,D,0.464108950528028,2
B,D,-1.61139938348996,7
A,D,1.09537237738311,10
B,D,-0.982002913493778,6
A,D,0.041627933241571,7
B,D,2.36227184894134,6
A,D,1.81001133110881,1
B,D,3.29499391654121,8
A,D,-0.428628867411947,4
B,D,0.294477556464221,5
A,D,-1.51339313875334,2
B,D,-1.37395367761678,3
A,D,0.109442038152342,5
B,D,0.348622208308841,9
A,D,1.66819966539645,8
B,D,0.846806964892869,5
A,D,1.34043511813195,2
B,D,-0.143393303266337,10
A,D,1.84309347542963,10
B,D,-0.671299822274822,3
A,D,-1.85734381019715,2
B,D,1.99304308275208,4
A,D,-2.17065306224796,7
B,D,0.849965278023129,9
A,D,-1.72652724922102,6
B,D,1.83785029695759,1
A,D,-0.626162482829599,9
B,D,-1.26104152349772,4
A,D,0.37479589845307,6
B,D,-0.484140326125882,6
A,D,-0.403729719275186,1
B,D,-0.531223647467526,10
A,D,0.133709849740644,4
B,D,0.587949118173409,5
A,D,-0.968415916232278,8
B,D,-1.36102480702812,6
A,D,1.6563348801208,3
B,D,-1.38213338267244,10
A,D,1.90291771637614,6
B,D,-0.501213620373983,7
A,D,0.244210494300564,7
B,D,-0.222450338499806,5
A,D,0.459027861564404,7
B,D,0.147962777251558,1
A,D,-1.09402361232726,8
B,D,0.314940933099073,10
A,D,-0.354794711020348,9
B,D,0.551657787007247,7
A,D,-0.556066589490898,4
B,D,0.0709066368165012,3
A,D,2.08202107273046,8
B,D,-0.389081419860803,8
A,D,-0.680585056804577,8
B,D,0.188623371370799,4
A,D,-0.138547637760371,4
B,D,-0.918440111015975,9
A,D,-0.691505061835918,8
B,D,1.49389199594562,10
A,D,1.26471332950615,10
B,D,0.128234195143143,9
A,D,-0.635078255774671,4
B,D,1.08902465831453,3
A,D,0.123497379077009,1
B,D,-0.198310093610411,4
A,D,0.830245686377779,3
B,D,0.748600219306265,8
A,D,0.0890007099784053,4
B,D,0.72649193158344,9
A,D,-0.0137446186418196,3
B,D,-0.472936805090924,6
A,D,1.6554442167709,6
B,D,-1.91505863203017,6
A,D,0.0398785253043712,6
B,D,-0.553300100213109,1
A,D,-0.472163293804072,9
B,D,0.02259809570715,1
A,D,-0.974080282924678,10
B,D,0.638749353036565,8
A,D,-0.871868603355214,2
B,D,1.29146832285488,1
A,D,-0.523680031146926,9
B,D,1.17702575186632,2
A,D,0.305876350769619,2
B,D,-2.69863058232106,9
A,D,1.48839134584373,7
B,D,1.57014960942167,1
A,D,-0.418940392989404,2
B,D,1.20194151875516,10
A,D,0.666832429187009,1
B,D,0.866259901092668,1
A,D,-1.60531106798565,4
B,D,-1.45089244482098,3
A,D,-1.36198765968073,2
B,D,0.980977799635309,8
A,D,0.451055345086357,3
B,D,1.77304115187369,7
A,D,-1.19490670991217,8
B,D,-1.03056869903282,8
A,D,0.629115050086816,9
B,D,-1.17132381616749,6
A,D,-0.188472218984635,2
B,D,-0.171984516507734,1
A,D,0.880986844876256,10
B,D,-0.82972484123032,5
A,D,0.219174489694968,3
B,D,0.807781973328589,9
A,D,0.346796857842244,3
B,D,1.46877349527476,8
A,D,0.0208715657988497,8
B,D,-0.286221551902489,5
A,D,0.192780428639001,10
B,D,-0.969788569395621,5
A,D,0.448841822065273,3
B,D,1.62964619117148,9
A,D,1.55150469136979,7
B,D,-1.09349687208206,7
A,D,-0.81611549573174,6
B,D,-0.366662750897947,9
A,D,0.125990775423916,1
B,D,0.295750655430864,10
A,D,-1.76834334413133,6
B,D,-0.313542150627909,6
A,D,0.797717587186264,1
B,D,0.990645713486064,3
A,D,1.63790205886792,1
B,D,0.44935661564934,8
A,D,-0.785803772648599,1
B,D,0.102345874032139,7
A,D,0.205321244713565,4
B,D,0.546826473940286,3
A,D,0.930832929050774,5
B,D,0.627096526261081,6
A,D,-1.82799723053873,9
B,D,1.02984155647842,1
A,D,1.23360623193539,10
B,D,1.19849822762166,7
A,D,-1.07825911111827,4
B,D,-0.539395417591645,1
A,D,0.0371305715889011,2
B,D,-1.14303838676284,7
A,D,-1.44239161689966,9
B,D,1.56388311789997,10
A,D,-0.612412951723962,3
B,D,0.569850434292196,6
A,D,0.669587978971408,4
B,D,-0.192415507829698,6
A,D,-0.0260141054740308,8
B,D,-2.37958239258801,3
A,D,0.311823994553382,4
B,D,1.2519707854381,5
A,D,-0.186971383433873,7
B,D,0.234051296725911,8
A,D,-0.928969943429705,1
B,D,1.09728963404931,3
A,D,0.623218745134877,3
B,D,-0.90547593988289,6
A,D,0.156443151924632,5
B,D,-0.463911654922486,9
A,D,1.07842848092332,1
B,D,-0.876011930369434,2
A,D,-0.0325387367175678,2
B,D,0.616001517431802,9
A,D,0.658040689540364,1
B,D,-0.640187553748873,8
A,D,1.56135370143772,1
B,D,1.31142254786028,7
A,D,1.74929284486683,2
B,D,-1.3868287003881,9
A,D,-0.221259086944711,10
B,D,-0.334630930158401,4
A,D,-1.09268007531946,7
B,D,-1.67900238393943,2
A,D,-0.246249437817806,2
B,D,-0.978678760653428,8
A,D,-1.03822739100035,7
B,D,0.0542221642413697,7
A,D,-0.901378446510585,6
B,D,-1.5579175983719,10
A,D,-0.063280225241117,7
B,D,-0.414423378034025,4
A,D,1.1819301914791,8
B,D,-0.803254887516257,6
A,D,-0.49755784460257,5
B,D,0.827652740041784,2
A,D,-1.39293213651879,10
B,D,1.12118669283729,3
A,D,0.552890011703708,9
B,D,-0.12327264745193,8
A,D,1.11085766775529,9
B,D,0.962573343227381,8
A,D,0.0836890591254908,3
B,D,0.474882901309906,4
A,D,-0.182823393076043,5
B,D,-1.12738391297528,8
A,D,-1.10124926885723,1
B,D,0.780990300662032,9
A,D,1.08847470386055,8
B,D,0.857472253980337,6
A,D,-1.09791366680054,5
B,D,-0.082386433096644,4
A,D,-0.474497861657228,4
B,D,0.26001968986474,10
A,D,-1.05880892166324,10
B,D,0.955913576732039,3
A,D,1.33300875388597,8
B,D,0.432084385876609,4
A,D,-1.07250302788919,2
B,D,0.754486275818032,3
A,D,-0.416239029386925,1
B,D,1.38016855392697,4
A,D,-0.157154556931145,10
B,D,-1.64565153141385,2
A,D,0.420722320662992,3
B,D,0.496877817350666,6
A,D,0.325244978673076,1
B,D,-1.18068348734513,8
A,D,-2.64382713263179,2
B,D,-0.800953439173586,3
A,D,-0.621503678570561,4
B,D,0.59665711877214,7
A,D,-0.742351202289641,3
B,D,-1.83337023365149,3
A,D,-0.430681647514512,5
B,D,0.485682445001997,6
A,D,0.151565365137979,4
B,D,1.26978815839696,5
A,D,0.705788375843944,1
B,D,0.942185821993485,5
A,D,-0.161072883630941,4
B,D,0.182154455997548,3
A,D,1.25671856730821,1
B,D,0.418269125675566,2
A,D,1.18921296580252,2
B,D,0.511996469442772,4
A,D,-1.60520710103497,6
B,D,-0.0447347580505858,4
A,D,-1.28140698033011,9
B,D,0.638952140542168,4
A,D,-1.46078282938961,6
B,D,-0.880840523088362,4
A,D,0.285341943125399,1
B,D,0.630635450157964,1
A,D,-0.744724032379902,5
B,D,-0.713529709900439,10
A,D,-0.682039417330581,1
B,D,-0.227035517455066,8
A,D,0.446630519523161,3
B,D,-0.00286262091982679,3
A,D,-0.187799832359881,1
B,D,-0.465548238070904,8
A,D,0.668224367026167,9
B,D,0.781433774097239,6
A,D,1.17892112018048,2
B,D,-1.15352708397439,1
A,D,-0.0152793354467711,2
B,D,-0.378128904131334,4
A,D,-0.652065849062394,8
B,D,-0.662715778656286,8
A,D,-0.217130537941165,2
B,D,1.06921526852676,1
A,D,-0.00837044265552541,8
B,D,1.5614458674855,1
A,D,-1.28959797750832,7
B,D,-1.76493908969816,9
A,D,1.42057728060163,9
B,D,0.85719463028574,2
A,D,-0.819986876900843,2
B,D,0.436486603003516,6
A,D,-0.267393446739281,1
B,D,-1.41367792742872,9
A,D,0.132516115825407,7
B,D,1.97702345900891,5
A,D,0.330468397625201,4
B,D,-0.524979973175111,5
A,D,-0.458473887337189,7
B,D,-0.0584789571619148,5
A,D,0.533353167503518,2
B,D,-0.0943183702439794,1
A,D,-2.23001519349282,8
B,D,-2.9598071343468,9
A,D,0.200430401886615,2
B,D,-0.809990636885682,6
A,D,-1.00903817612107,4
B,D,-0.235725057654361,5
A,D,0.483206962399997,6
B,D,2.40337352588139,7
A,D,-0.646633206087049,1
B,D,1.77790477684923,4
A,D,0.462701832440592,9
B,D,0.908861744336436,10
A,D,0.360810084238827,8
B,D,-0.0715283209070729,8
A,D,-0.227284769750999,4
B,D,0.896264044502097,7
A,D,-1.7526339221215,3
B,D,1.49854663403997,5
A,D,0.0586024853091419,2
B,D,-0.499911446194106,6
A,D,0.662166352791627,4
B,D,0.281817084353842,2
A,D,0.179612360104138,5
B,D,-2.41117674002799,3
A,D,0.301834719010291,4
B,D,1.0869180896499,2
A,D,-1.10345997545571,8
B,D,0.958266023553243,10
A,D,0.272464827740411,1
B,D,-0.17282337295531,8
A,D,-0.569263681523921,6
B,D,2.37635323801857,9
A,D,-0.352360335926796,1
B,D,-0.421031491715814,9
A,D,-0.990002024055046,2
B,D,-0.0167502767677994,8
A,D,1.02857741977664,7
B,D,0.247314200092995,8
A,D,-1.25654959701401,4
